telemetry_id,vessel_name,vessel_type,speed_knots,beaufort_scale,cargo_weight_tons,route_status,timestamp,fuel_consumption_mt
TEL-12334,MV Fleet_14,Tanker,16.86,4.0,45834,Underway,2026-06-17 23:56:43.203853,8.53
TEL-12335,MV Fleet_07,Tanker,23.78,8.0,8553,Underway,2026-06-18 00:11:43.203853,18.71
TEL-12336,MV Fleet_02,Bulk Carrier,19.72,1.0,39117,Underway,2026-06-18 00:26:43.203853,6.84
TEL-12337,MV Fleet_09,Tanker,20.43,5.0,40754,Underway,2026-06-18 00:41:43.203853,11.94
TEL-12338,MV Fleet_16,LNG Carrier,21.96,4.0,28580,Underway,2026-06-18 00:56:43.203853,13.02
TEL-12339,MV Fleet_13,Container,11.45,6.0,16522,Underway,2026-06-18 01:11:43.203853,11.57
TEL-12340,MV Fleet_09,LNG Carrier,9.34,7.0,39890,Underway,2026-06-18 01:26:43.203853,13.26
TEL-12341,MV Fleet_20,Bulk Carrier,15.73,9.0,33204,Underway,2026-06-18 01:41:43.203853,18.1
TEL-12342,MV Fleet_04,LNG Carrier,16.23,1.0,18892,Underway,2026-06-18 01:56:43.203853,6.07
TEL-12343,MV Fleet_10,Container,21.27,4.0,13689,Underway,2026-06-18 02:11:43.203853,14.77
TEL-12344,MV Fleet_12,Tanker,15.1,6.0,33063,Moored,2026-06-18 02:26:43.203853,14.37
TEL-12345,MV Fleet_17,Container,17.13,7.0,19062,Underway,2026-06-18 02:41:43.203853,18.37
TEL-12346,MV Fleet_14,Tanker,16.43,7.0,6363,Anchored,2026-06-18 02:56:43.203853,15.44
TEL-12347,MV Fleet_14,Tanker,8.61,8.0,21691,Underway,2026-06-18 03:11:43.203853,9.94
TEL-12348,MV Fleet_02,LNG Carrier,17.84,8.0,7751,Anchored,2026-06-18 03:26:43.203853,18.0
TEL-12349,MV Fleet_20,LNG Carrier,21.25,8.0,12782,Underway,2026-06-18 03:41:43.203853,22.62
TEL-12350,MV Fleet_11,LNG Carrier,10.52,8.0,22648,Underway,2026-06-18 03:56:43.203853,15.72
TEL-12351,MV Fleet_16,Bulk Carrier,17.51,8.0,17540,Underway,2026-06-18 04:11:43.203853,19.08
TEL-12352,MV Fleet_19,LNG Carrier,17.5,6.0,10339,Underway,2026-06-18 04:26:43.203853,14.33
TEL-12353,MV Fleet_06,Bulk Carrier,10.63,9.0,32020,Underway,2026-06-18 04:41:43.203853,17.09
TEL-12354,MV Fleet_19,LNG Carrier,9.98,3.0,32609,Underway,2026-06-18 04:56:43.203853,8.46
TEL-12355,MV Fleet_05,Tanker,23.68,6.0,10848,Underway,2026-06-18 05:11:43.203853,17.18
TEL-12356,MV Fleet_04,Bulk Carrier,14.3,5.0,21877,Underway,2026-06-18 05:26:43.203853,10.43
TEL-12357,MV Fleet_15,Container,11.64,8.0,23405,Underway,2026-06-18 05:41:43.203853,15.28
TEL-12358,MV Fleet_04,Bulk Carrier,10.74,4.0,26471,Underway,2026-06-18 05:56:43.203853,9.72
TEL-12359,MV Fleet_20,Bulk Carrier,18.68,4.0,8302,Underway,2026-06-18 06:11:43.203853,7.67
TEL-12360,MV Fleet_10,Container,17.75,5.0,19437,Underway,2026-06-18 06:26:43.203853,12.53
TEL-12361,MV Fleet_03,Bulk Carrier,18.3,6.0,19512,Underway,2026-06-18 06:41:43.203853,11.67
TEL-12362,MV Fleet_05,Tanker,9.41,4.0,37436,Anchored,2026-06-18 06:56:43.203853,7.62
TEL-12363,MV Fleet_06,LNG Carrier,22.3,2.0,28511,Moored,2026-06-18 07:11:43.203853,13.37
TEL-12364,MV Fleet_08,Container,14.23,2.0,10022,Underway,2026-06-18 07:26:43.203853,5.72
TEL-12365,MV Fleet_07,LNG Carrier,13.01,3.0,48239,Underway,2026-06-18 07:41:43.203853,7.21
TEL-12366,MV Fleet_10,Tanker,15.4,2.0,11155,Underway,2026-06-18 07:56:43.203853,8.17
TEL-12367,MV Fleet_06,Container,14.24,1.0,36480,Underway,2026-06-18 08:11:43.203853,6.65
TEL-12368,MV Fleet_14,LNG Carrier,21.82,8.0,43022,Underway,2026-06-18 08:26:43.203853,20.99
TEL-12369,MV Fleet_04,LNG Carrier,22.87,5.0,30332,Underway,2026-06-18 08:41:43.203853,15.74
TEL-12370,MV Fleet_13,Tanker,12.86,1.0,9354,Underway,2026-06-18 08:56:43.203853,5.43
TEL-12371,MV Fleet_20,LNG Carrier,21.82,9.0,36847,Underway,2026-06-18 09:11:43.203853,21.84
TEL-12372,MV Fleet_17,Tanker,20.5,8.0,40284,Moored,2026-06-18 09:26:43.203853,17.74
TEL-12373,MV Fleet_07,Bulk Carrier,22.89,4.0,15156,Anchored,2026-06-18 09:41:43.203853,11.57
TEL-12374,MV Fleet_04,Tanker,11.93,8.0,27453,Anchored,2026-06-18 09:56:43.203853,13.36
TEL-12375,MV Fleet_14,Bulk Carrier,17.23,7.0,37689,Underway,2026-06-18 10:11:43.203853,17.71
TEL-12376,MV Fleet_03,Container,12.39,7.0,28758,Underway,2026-06-18 10:26:43.203853,16.71
TEL-12377,MV Fleet_05,LNG Carrier,21.19,1.0,13838,Anchored,2026-06-18 10:41:43.203853,8.55
TEL-12378,MV Fleet_16,Tanker,8.09,6.0,48790,Underway,2026-06-18 10:56:43.203853,12.5
TEL-12379,MV Fleet_20,Tanker,17.04,4.0,42976,Underway,2026-06-18 11:11:43.203853,10.51
TEL-12380,MV Fleet_04,LNG Carrier,13.43,2.0,18725,Underway,2026-06-18 11:26:43.203853,6.83
TEL-12381,MV Fleet_02,LNG Carrier,13.16,7.0,14337,Underway,2026-06-18 11:41:43.203853,12.78
TEL-12382,MV Fleet_18,Container,18.32,9.0,15701,Underway,2026-06-18 11:56:43.203853,20.63
TEL-12383,MV Fleet_19,Container,21.62,5.0,34811,Anchored,2026-06-18 12:11:43.203853,13.98
TEL-12384,MV Fleet_19,Tanker,17.75,8.0,48043,Underway,2026-06-18 12:26:43.203853,15.98
TEL-12385,MV Fleet_17,Container,21.65,5.0,43978,Anchored,2026-06-18 12:41:43.203853,15.02
TEL-12386,MV Fleet_14,Bulk Carrier,12.23,7.0,34316,Anchored,2026-06-18 12:56:43.203853,14.55
TEL-12387,MV Fleet_19,Container,16.31,7.0,16544,Moored,2026-06-18 13:11:43.203853,15.35
TEL-12388,MV Fleet_13,Container,15.21,9.0,26514,Underway,2026-06-18 13:26:43.203853,16.89
TEL-12389,MV Fleet_12,Tanker,8.19,3.0,21327,Underway,2026-06-18 13:41:43.203853,4.58
TEL-12390,MV Fleet_06,Bulk Carrier,16.91,1.0,21705,Moored,2026-06-18 13:56:43.203853,3.87
TEL-12391,MV Fleet_04,Container,18.58,2.0,15479,Underway,2026-06-18 14:11:43.203853,8.06
TEL-12392,MV Fleet_19,Bulk Carrier,17.47,6.0,16323,Underway,2026-06-18 14:26:43.203853,13.95
TEL-12393,MV Fleet_16,Bulk Carrier,19.78,9.0,17937,Underway,2026-06-18 14:41:43.203853,20.72
TEL-12394,MV Fleet_13,Bulk Carrier,17.14,3.0,28089,Underway,2026-06-18 14:56:43.203853,7.76
TEL-12395,MV Fleet_04,LNG Carrier,9.07,2.0,6702,Underway,2026-06-18 15:11:43.203853,5.7
TEL-12396,MV Fleet_17,LNG Carrier,9.86,1.0,15404,Underway,2026-06-18 15:26:43.203853,2.57
TEL-12397,MV Fleet_01,LNG Carrier,17.54,2.0,38598,Underway,2026-06-18 15:41:43.203853,7.44
TEL-12398,MV Fleet_18,LNG Carrier,12.4,3.0,13380,Underway,2026-06-18 15:56:43.203853,9.26
TEL-12399,MV Fleet_20,Tanker,9.27,7.0,26990,Anchored,2026-06-18 16:11:43.203853,8.55
TEL-12400,MV Fleet_17,Container,14.87,2.0,37859,Underway,2026-06-18 16:26:43.203853,5.1
TEL-12401,MV Fleet_15,LNG Carrier,16.87,5.0,8877,Underway,2026-06-18 16:41:43.203853,12.45
TEL-12402,MV Fleet_11,Tanker,13.26,2.0,47871,Moored,2026-06-18 16:56:43.203853,6.23
TEL-12403,MV Fleet_13,Container,19.53,7.0,23720,Underway,2026-06-18 17:11:43.203853,14.2
TEL-12404,MV Fleet_01,LNG Carrier,18.3,8.0,12676,Anchored,2026-06-18 17:26:43.203853,16.86
TEL-12405,MV Fleet_17,Container,13.33,8.0,36818,Underway,2026-06-18 17:41:43.203853,16.7
TEL-12406,MV Fleet_06,LNG Carrier,20.08,8.0,39348,Underway,2026-06-18 17:56:43.203853,16.81
TEL-12407,MV Fleet_04,Tanker,18.38,9.0,47368,Underway,2026-06-18 18:11:43.203853,20.76
TEL-12408,MV Fleet_20,Bulk Carrier,18.2,1.0,29130,Underway,2026-06-18 18:26:43.203853,5.97
TEL-12409,MV Fleet_16,Bulk Carrier,16.85,1.0,38241,Underway,2026-06-18 18:41:43.203853,3.56
TEL-12410,MV Fleet_15,Container,8.18,2.0,49392,Underway,2026-06-18 18:56:43.203853,5.65
TEL-12411,MV Fleet_15,Tanker,19.14,6.0,31620,Underway,2026-06-18 19:11:43.203853,15.42
TEL-12412,MV Fleet_06,Bulk Carrier,14.02,1.0,22077,Anchored,2026-06-18 19:26:43.203853,2.86
TEL-12413,MV Fleet_15,LNG Carrier,23.08,,17663,Underway,2026-06-18 19:41:43.203853,15.0
TEL-12414,MV Fleet_14,Bulk Carrier,21.09,5.0,22799,Anchored,2026-06-18 19:56:43.203853,17.22
TEL-12415,MV Fleet_11,Container,17.4,4.0,22619,Underway,2026-06-18 20:11:43.203853,12.13
TEL-12416,MV Fleet_07,Container,12.03,5.0,8967,Underway,2026-06-18 20:26:43.203853,11.92
TEL-12417,MV Fleet_09,Tanker,11.26,1.0,32488,Moored,2026-06-18 20:41:43.203853,2.25
TEL-12418,MV Fleet_16,Container,13.45,6.0,18211,Moored,2026-06-18 20:56:43.203853,14.16
TEL-12419,MV Fleet_05,Bulk Carrier,15.63,7.0,26169,Underway,2026-06-18 21:11:43.203853,12.65
TEL-12420,MV Fleet_20,Bulk Carrier,12.74,8.0,35373,Anchored,2026-06-18 21:26:43.203853,12.94
TEL-12421,MV Fleet_10,Bulk Carrier,16.24,2.0,37669,Underway,2026-06-18 21:41:43.203853,8.82
TEL-12422,MV Fleet_18,Bulk Carrier,10.65,7.0,11634,Underway,2026-06-18 21:56:43.203853,10.73
TEL-12423,MV Fleet_03,Tanker,23.64,6.0,5840,Underway,2026-06-18 22:11:43.203853,19.93
TEL-12424,MV Fleet_13,LNG Carrier,9.73,9.0,39229,Moored,2026-06-18 22:26:43.203853,13.53
TEL-12425,MV Fleet_11,LNG Carrier,22.91,8.0,26318,Moored,2026-06-18 22:41:43.203853,18.75
TEL-12426,MV Fleet_17,Tanker,22.62,4.0,20405,Underway,2026-06-18 22:56:43.203853,15.76
TEL-12427,MV Fleet_13,Container,16.41,9.0,41240,Anchored,2026-06-18 23:11:43.203853,17.22
TEL-12428,MV Fleet_06,LNG Carrier,19.6,1.0,20847,Anchored,2026-06-18 23:26:43.203853,8.99
TEL-12429,MV Fleet_17,Container,14.98,6.0,28547,Underway,2026-06-18 23:41:43.203853,11.31
TEL-12430,MV Fleet_13,LNG Carrier,18.08,8.0,11575,Underway,2026-06-18 23:56:43.203853,17.07
TEL-12431,MV Fleet_19,Container,13.45,4.0,35123,Underway,2026-06-19 00:11:43.203853,10.43
TEL-12432,MV Fleet_19,Tanker,12.82,2.0,9843,Underway,2026-06-19 00:26:43.203853,4.79
TEL-12433,MV Fleet_10,Bulk Carrier,17.25,2.0,32451,Anchored,2026-06-19 00:41:43.203853,9.6
TEL-12434,MV Fleet_03,Container,15.97,1.0,12739,Underway,2026-06-19 00:56:43.203853,5.4
TEL-12435,MV Fleet_14,Bulk Carrier,17.27,5.0,19852,Underway,2026-06-19 01:11:43.203853,12.76
TEL-12436,MV Fleet_19,Container,12.59,6.0,14157,Underway,2026-06-19 01:26:43.203853,10.46
TEL-12437,MV Fleet_05,Container,13.87,4.0,27406,Underway,2026-06-19 01:41:43.203853,8.34
TEL-12438,MV Fleet_05,Container,9.34,4.0,12432,Underway,2026-06-19 01:56:43.203853,6.52
TEL-12439,MV Fleet_20,Container,8.84,5.0,23837,Underway,2026-06-19 02:11:43.203853,8.21
TEL-12440,MV Fleet_17,Container,12.06,5.0,20148,Underway,2026-06-19 02:26:43.203853,12.58
TEL-12441,MV Fleet_10,Bulk Carrier,9.19,9.0,16194,Underway,2026-06-19 02:41:43.203853,16.92
TEL-12442,MV Fleet_05,Container,9.66,8.0,37591,Anchored,2026-06-19 02:56:43.203853,14.57
TEL-12443,MV Fleet_04,Bulk Carrier,21.01,9.0,19819,Underway,2026-06-19 03:11:43.203853,19.59
TEL-12444,MV Fleet_06,Tanker,8.62,3.0,11625,Underway,2026-06-19 03:26:43.203853,4.79
TEL-12445,MV Fleet_04,LNG Carrier,18.54,3.0,12404,Underway,2026-06-19 03:41:43.203853,8.77
TEL-12446,MV Fleet_07,Container,12.36,1.0,19674,Underway,2026-06-19 03:56:43.203853,3.92
TEL-12447,MV Fleet_07,LNG Carrier,21.94,6.0,15507,Moored,2026-06-19 04:11:43.203853,17.04
TEL-12448,MV Fleet_18,Bulk Carrier,15.76,4.0,25387,Underway,2026-06-19 04:26:43.203853,11.27
TEL-12449,MV Fleet_03,Tanker,12.89,8.0,23697,Underway,2026-06-19 04:41:43.203853,15.11
TEL-12450,MV Fleet_01,Tanker,16.28,2.0,42391,Underway,2026-06-19 04:56:43.203853,8.44
TEL-12451,MV Fleet_04,Tanker,14.11,2.0,24547,Underway,2026-06-19 05:11:43.203853,8.0
TEL-12452,MV Fleet_06,LNG Carrier,17.03,7.0,28570,Moored,2026-06-19 05:26:43.203853,14.9
TEL-12453,MV Fleet_09,Bulk Carrier,9.83,5.0,44783,Underway,2026-06-19 05:41:43.203853,11.09
TEL-12454,MV Fleet_14,Container,23.95,1.0,33037,Underway,2026-06-19 05:56:43.203853,8.87
TEL-12455,MV Fleet_12,Container,14.81,7.0,35083,Moored,2026-06-19 06:11:43.203853,15.29
TEL-12456,MV Fleet_20,Bulk Carrier,13.57,7.0,45550,Underway,2026-06-19 06:26:43.203853,13.92
TEL-12457,MV Fleet_04,LNG Carrier,19.36,6.0,42982,Underway,2026-06-19 06:41:43.203853,15.43
TEL-12458,MV Fleet_12,Container,13.82,4.0,44706,Underway,2026-06-19 06:56:43.203853,8.92
TEL-12459,MV Fleet_10,Bulk Carrier,21.33,8.0,7988,Underway,2026-06-19 07:11:43.203853,21.14
TEL-12460,MV Fleet_07,Container,15.27,2.0,10156,Anchored,2026-06-19 07:26:43.203853,6.21
TEL-12461,MV Fleet_03,Tanker,19.51,2.0,43280,Underway,2026-06-19 07:41:43.203853,11.33
TEL-12462,MV Fleet_14,Container,9.72,2.0,14788,Moored,2026-06-19 07:56:43.203853,7.0
TEL-12463,MV Fleet_10,LNG Carrier,21.54,3.0,19185,Underway,2026-06-19 08:11:43.203853,12.57
TEL-12464,MV Fleet_16,Bulk Carrier,19.77,,23734,Underway,2026-06-19 08:26:43.203853,14.92
TEL-12465,MV Fleet_16,LNG Carrier,11.39,1.0,14971,Underway,2026-06-19 08:41:43.203853,2.74
TEL-12466,MV Fleet_10,Bulk Carrier,10.32,2.0,48408,Underway,2026-06-19 08:56:43.203853,2.12
TEL-12467,MV Fleet_13,Tanker,13.06,2.0,11487,Underway,2026-06-19 09:11:43.203853,6.97
TEL-12468,MV Fleet_06,Bulk Carrier,23.62,,25997,Underway,2026-06-19 09:26:43.203853,8.48
TEL-12469,MV Fleet_12,Container,12.11,3.0,17452,Anchored,2026-06-19 09:41:43.203853,5.82
TEL-12470,MV Fleet_09,Container,15.3,7.0,20372,Underway,2026-06-19 09:56:43.203853,15.46
TEL-12471,MV Fleet_13,Tanker,8.48,1.0,49767,Underway,2026-06-19 10:11:43.203853,2.37
TEL-12472,MV Fleet_04,Bulk Carrier,14.36,7.0,18434,Moored,2026-06-19 10:26:43.203853,14.54
TEL-12473,MV Fleet_11,Tanker,17.14,5.0,17416,Moored,2026-06-19 10:41:43.203853,13.2
TEL-12474,MV Fleet_20,Container,23.25,9.0,24248,Underway,2026-06-19 10:56:43.203853,24.32
TEL-12475,MV Fleet_18,LNG Carrier,16.27,2.0,33194,Moored,2026-06-19 11:11:43.203853,7.88
TEL-12476,MV Fleet_11,Tanker,21.11,1.0,38785,Underway,2026-06-19 11:26:43.203853,7.82
TEL-12477,MV Fleet_04,LNG Carrier,16.75,9.0,42458,Underway,2026-06-19 11:41:43.203853,18.21
TEL-12478,MV Fleet_18,LNG Carrier,8.65,8.0,13373,Anchored,2026-06-19 11:56:43.203853,12.7
TEL-12479,MV Fleet_01,Bulk Carrier,13.04,6.0,35283,Anchored,2026-06-19 12:11:43.203853,14.97
TEL-12480,MV Fleet_07,Tanker,17.21,5.0,34415,Anchored,2026-06-19 12:26:43.203853,13.1
TEL-12481,MV Fleet_06,LNG Carrier,23.21,8.0,31414,Anchored,2026-06-19 12:41:43.203853,21.27
TEL-12482,MV Fleet_15,LNG Carrier,21.75,8.0,19378,Underway,2026-06-19 12:56:43.203853,21.54
TEL-12483,MV Fleet_18,Bulk Carrier,11.65,5.0,23336,Underway,2026-06-19 13:11:43.203853,8.83
TEL-12484,MV Fleet_11,Bulk Carrier,11.52,7.0,9700,Underway,2026-06-19 13:26:43.203853,10.91
TEL-12485,MV Fleet_20,Container,11.22,1.0,18901,Underway,2026-06-19 13:41:43.203853,3.9
TEL-12486,MV Fleet_15,LNG Carrier,22.76,4.0,29838,Underway,2026-06-19 13:56:43.203853,11.98
TEL-12487,MV Fleet_16,Container,21.64,2.0,27597,Underway,2026-06-19 14:11:43.203853,9.83
TEL-12488,MV Fleet_07,LNG Carrier,20.4,3.0,38428,Anchored,2026-06-19 14:26:43.203853,7.97
TEL-12489,MV Fleet_10,Container,14.28,1.0,45149,Anchored,2026-06-19 14:41:43.203853,3.15
TEL-12490,MV Fleet_12,Bulk Carrier,16.07,2.0,40687,Underway,2026-06-19 14:56:43.203853,9.32
TEL-12491,MV Fleet_14,Tanker,15.43,1.0,34493,Underway,2026-06-19 15:11:43.203853,6.3
TEL-12492,MV Fleet_05,Bulk Carrier,12.05,8.0,36852,Underway,2026-06-19 15:26:43.203853,17.45
TEL-12493,MV Fleet_18,Container,16.08,4.0,15932,Underway,2026-06-19 15:41:43.203853,10.45
TEL-12494,MV Fleet_05,Container,8.49,3.0,28009,Moored,2026-06-19 15:56:43.203853,5.91
TEL-12495,MV Fleet_03,Tanker,10.11,1.0,38583,Underway,2026-06-19 16:11:43.203853,3.87
TEL-12496,MV Fleet_05,LNG Carrier,22.19,2.0,32994,Underway,2026-06-19 16:26:43.203853,16.15
TEL-12497,MV Fleet_17,Container,20.03,3.0,34865,Moored,2026-06-19 16:41:43.203853,12.61
TEL-12498,MV Fleet_19,Container,14.77,3.0,17289,Moored,2026-06-19 16:56:43.203853,7.13
TEL-12499,MV Fleet_19,Container,16.27,6.0,33293,Underway,2026-06-19 17:11:43.203853,14.2
TEL-12500,MV Fleet_12,Tanker,13.92,8.0,9734,Underway,2026-06-19 17:26:43.203853,15.75
TEL-12501,MV Fleet_09,Bulk Carrier,19.85,6.0,25013,Anchored,2026-06-19 17:41:43.203853,16.51
TEL-12502,MV Fleet_01,Container,20.55,2.0,40521,Underway,2026-06-19 17:56:43.203853,12.63
TEL-12503,MV Fleet_18,Tanker,20.21,2.0,11505,Anchored,2026-06-19 18:11:43.203853,10.51
TEL-12504,MV Fleet_04,Container,19.56,7.0,49327,Underway,2026-06-19 18:26:43.203853,16.22
TEL-12505,MV Fleet_10,LNG Carrier,11.27,1.0,9685,Underway,2026-06-19 18:41:43.203853,6.75
TEL-12506,MV Fleet_07,Tanker,13.41,1.0,23409,Underway,2026-06-19 18:56:43.203853,2.84
TEL-12507,MV Fleet_01,Container,15.52,7.0,24517,Underway,2026-06-19 19:11:43.203853,14.33
TEL-12508,MV Fleet_17,Tanker,13.29,9.0,49533,Underway,2026-06-19 19:26:43.203853,18.1
TEL-12509,MV Fleet_02,Container,20.08,5.0,35475,Underway,2026-06-19 19:41:43.203853,12.87
TEL-12510,MV Fleet_11,Bulk Carrier,13.27,1.0,41989,Underway,2026-06-19 19:56:43.203853,4.67
TEL-12511,MV Fleet_09,Container,10.21,5.0,20327,Underway,2026-06-19 20:11:43.203853,8.52
TEL-12512,MV Fleet_07,Tanker,14.38,1.0,8671,Underway,2026-06-19 20:26:43.203853,5.16
TEL-12513,MV Fleet_17,LNG Carrier,23.68,9.0,9941,Underway,2026-06-19 20:41:43.203853,21.13
TEL-12514,MV Fleet_17,LNG Carrier,11.61,4.0,31372,Moored,2026-06-19 20:56:43.203853,8.7
TEL-12515,MV Fleet_02,LNG Carrier,17.79,,17466,Underway,2026-06-19 21:11:43.203853,18.34
TEL-12516,MV Fleet_06,Container,14.93,2.0,23286,Underway,2026-06-19 21:26:43.203853,8.95
TEL-12517,MV Fleet_14,Bulk Carrier,9.14,7.0,49959,Underway,2026-06-19 21:41:43.203853,12.8
TEL-12518,MV Fleet_06,Container,15.81,2.0,9588,Anchored,2026-06-19 21:56:43.203853,8.47
TEL-12519,MV Fleet_02,LNG Carrier,19.23,4.0,33080,Underway,2026-06-19 22:11:43.203853,12.31
TEL-12520,MV Fleet_01,Tanker,16.21,6.0,29544,Underway,2026-06-19 22:26:43.203853,12.91
TEL-12521,MV Fleet_10,LNG Carrier,21.95,2.0,15811,Underway,2026-06-19 22:41:43.203853,11.13
TEL-12522,MV Fleet_05,Tanker,12.62,2.0,23733,Underway,2026-06-19 22:56:43.203853,6.28
TEL-12523,MV Fleet_02,Bulk Carrier,9.38,2.0,45696,Underway,2026-06-19 23:11:43.203853,1.17
TEL-12524,MV Fleet_16,Tanker,22.99,3.0,44888,Underway,2026-06-19 23:26:43.203853,12.8
TEL-12525,MV Fleet_02,Container,14.05,5.0,35059,Underway,2026-06-19 23:41:43.203853,12.08
TEL-12526,MV Fleet_10,Container,17.22,9.0,42487,Underway,2026-06-19 23:56:43.203853,17.48
TEL-12527,MV Fleet_02,Container,20.67,6.0,45849,Underway,2026-06-20 00:11:43.203853,17.19
TEL-12528,MV Fleet_16,Tanker,13.19,9.0,19550,Underway,2026-06-20 00:26:43.203853,17.24
TEL-12529,MV Fleet_16,Container,19.46,5.0,15864,Underway,2026-06-20 00:41:43.203853,13.12
TEL-12530,MV Fleet_19,Container,10.17,6.0,30394,Underway,2026-06-20 00:56:43.203853,11.88
TEL-12531,MV Fleet_07,Container,12.66,8.0,24061,Underway,2026-06-20 01:11:43.203853,14.44
TEL-12532,MV Fleet_12,Bulk Carrier,10.32,3.0,17624,Underway,2026-06-20 01:26:43.203853,7.03
TEL-12533,MV Fleet_15,Tanker,20.98,2.0,29934,Underway,2026-06-20 01:41:43.203853,9.68
TEL-12534,MV Fleet_08,Tanker,11.56,3.0,8361,Moored,2026-06-20 01:56:43.203853,7.89
TEL-12535,MV Fleet_06,LNG Carrier,19.48,9.0,18707,Underway,2026-06-20 02:11:43.203853,21.75
TEL-12536,MV Fleet_10,Tanker,23.09,6.0,6924,Underway,2026-06-20 02:26:43.203853,16.66
TEL-12537,MV Fleet_03,Bulk Carrier,16.44,4.0,34487,Underway,2026-06-20 02:41:43.203853,12.02
TEL-12538,MV Fleet_19,Tanker,16.64,3.0,17647,Underway,2026-06-20 02:56:43.203853,8.82
TEL-12539,MV Fleet_17,Bulk Carrier,15.38,2.0,36734,Underway,2026-06-20 03:11:43.203853,6.73
TEL-12540,MV Fleet_07,Bulk Carrier,13.21,4.0,34018,Underway,2026-06-20 03:26:43.203853,8.63
TEL-12541,MV Fleet_20,Tanker,15.61,9.0,26627,Underway,2026-06-20 03:41:43.203853,15.24
TEL-12542,MV Fleet_04,LNG Carrier,17.64,4.0,26031,Moored,2026-06-20 03:56:43.203853,12.01
TEL-12543,MV Fleet_14,Container,23.78,5.0,44449,Underway,2026-06-20 04:11:43.203853,16.67
TEL-12544,MV Fleet_20,Container,23.0,8.0,7701,Underway,2026-06-20 04:26:43.203853,20.5
TEL-12545,MV Fleet_15,Tanker,21.79,2.0,47890,Underway,2026-06-20 04:41:43.203853,12.87
TEL-12546,MV Fleet_08,Tanker,22.23,3.0,21719,Underway,2026-06-20 04:56:43.203853,14.79
TEL-12547,MV Fleet_15,Bulk Carrier,15.49,6.0,14718,Underway,2026-06-20 05:11:43.203853,15.18
TEL-12548,MV Fleet_20,Tanker,18.52,7.0,5056,Underway,2026-06-20 05:26:43.203853,15.86
TEL-12549,MV Fleet_14,Bulk Carrier,22.32,4.0,20352,Underway,2026-06-20 05:41:43.203853,13.42
TEL-12550,MV Fleet_09,LNG Carrier,14.29,1.0,8147,Moored,2026-06-20 05:56:43.203853,3.65
TEL-12551,MV Fleet_08,Tanker,23.39,7.0,8537,Underway,2026-06-20 06:11:43.203853,19.09
TEL-12552,MV Fleet_17,Container,14.65,9.0,27812,Underway,2026-06-20 06:26:43.203853,17.35
TEL-12553,MV Fleet_02,Container,17.62,1.0,5721,Anchored,2026-06-20 06:41:43.203853,7.56
TEL-12554,MV Fleet_03,Tanker,19.36,1.0,21769,Underway,2026-06-20 06:56:43.203853,6.06
TEL-12555,MV Fleet_08,Bulk Carrier,23.21,1.0,45194,Underway,2026-06-20 07:11:43.203853,9.33
TEL-12556,MV Fleet_12,Container,11.91,7.0,48847,Underway,2026-06-20 07:26:43.203853,10.66
TEL-12557,MV Fleet_01,Bulk Carrier,19.94,9.0,19346,Underway,2026-06-20 07:41:43.203853,18.91
TEL-12558,MV Fleet_10,Tanker,16.33,3.0,44883,Underway,2026-06-20 07:56:43.203853,10.45
TEL-12559,MV Fleet_20,Tanker,12.3,8.0,15911,Underway,2026-06-20 08:11:43.203853,13.2
TEL-12560,MV Fleet_03,Container,20.43,9.0,5259,Moored,2026-06-20 08:26:43.203853,22.87
TEL-12561,MV Fleet_06,Tanker,16.84,3.0,25872,Underway,2026-06-20 08:41:43.203853,10.88
TEL-12562,MV Fleet_07,LNG Carrier,18.58,3.0,13791,Anchored,2026-06-20 08:56:43.203853,11.0
TEL-12563,MV Fleet_20,LNG Carrier,13.17,1.0,12536,Anchored,2026-06-20 09:11:43.203853,6.7
TEL-12564,MV Fleet_18,Container,15.7,2.0,25432,Underway,2026-06-20 09:26:43.203853,7.13
TEL-12565,MV Fleet_11,LNG Carrier,17.88,7.0,37750,Anchored,2026-06-20 09:41:43.203853,14.78
TEL-12566,MV Fleet_19,Bulk Carrier,14.48,3.0,46715,Underway,2026-06-20 09:56:43.203853,8.12
TEL-12567,MV Fleet_05,Container,11.17,7.0,49537,Moored,2026-06-20 10:11:43.203853,10.34
TEL-12568,MV Fleet_19,Container,23.39,5.0,24541,Underway,2026-06-20 10:26:43.203853,17.79
TEL-12569,MV Fleet_11,Bulk Carrier,16.18,8.0,48718,Moored,2026-06-20 10:41:43.203853,16.02
TEL-12570,MV Fleet_12,LNG Carrier,19.74,5.0,21860,Underway,2026-06-20 10:56:43.203853,12.74
TEL-12571,MV Fleet_10,LNG Carrier,14.58,3.0,10283,Anchored,2026-06-20 11:11:43.203853,7.35
TEL-12572,MV Fleet_08,LNG Carrier,13.68,9.0,35743,Underway,2026-06-20 11:26:43.203853,16.94
TEL-12573,MV Fleet_09,Container,14.51,7.0,47559,Underway,2026-06-20 11:41:43.203853,14.45
TEL-12574,MV Fleet_04,Container,14.55,5.0,40127,Underway,2026-06-20 11:56:43.203853,11.07
TEL-12575,MV Fleet_05,LNG Carrier,16.71,7.0,12405,Underway,2026-06-20 12:11:43.203853,15.07
TEL-12576,MV Fleet_08,Tanker,16.7,9.0,36181,Underway,2026-06-20 12:26:43.203853,19.12
TEL-12577,MV Fleet_09,LNG Carrier,15.95,5.0,37205,Underway,2026-06-20 12:41:43.203853,10.29
